Symbol,Name,Index,Sector ,ESG,MarketCap,
NWN,NORTHWEST NATURAL HOLDING COMPANY,Russell 2000,Utilities,32.2," 1,684,708,224 ",47.2854641
OSTK,OVERSTOCK COM INC,Russell 2000,Consumer Discretionary,32.2," 1,670,351,872 ",47.2854641
BRP,BRP GROUP INC CLASS A,Russell 2000,Financials,32.2," 1,429,488,768 ",47.2854641
PRIM,PRIMORIS SERVICES CORP,Russell 2000,Industrials,32.2," 1,293,787,648 ",47.2854641
NCBS,NICOLET BANKSHARES INC,Russell 2000,Financials,32.2," 1,107,401,088 ",47.2854641
CBTX,CBTX INC,Russell 2000,Financials,32.2," 724,166,336 ",47.2854641
SGMO,SANGAMO THERAPEUTICS INC,Russell 2000,Health Care,32.2," 671,725,632 ",47.2854641
MXCT,MAXCYTE INC,Russell 2000,Health Care,32.2," 583,513,344 ",47.2854641
JYNT,JOINT CORP,Russell 2000,Health Care,32.2," 459,086,080 ",47.2854641
ITIC,INVESTORS TITLE,Russell 2000,Financials,32.2," 363,016,320 ",47.2854641
STTK,SHATTUCK LABS INC,Russell 2000,Health Care,32.2," 165,677,184 ",47.2854641
SQZ,SQZ BIOTECHNOLOGIES COMPANY,Russell 2000,Health Care,32.2," 108,651,664 ",47.2854641
TERN,TERNS PHARMACEUTICALS INC,Russell 2000,Health Care,32.2," 43,715,888 ",47.2854641
NUE,Nucor,S&P 500,Materials,32.1," 41,104,977,920 ",47.11033275
ARWR,ARROWHEAD PHARMACEUTICALS INC,Russell 2000,Health Care,32.1," 4,578,371,072 ",47.11033275
KOS,KOSMOS ENERGY LTD,Russell 2000,Energy,32.1," 3,393,013,248 ",47.11033275
ABCB,AMERIS BANCORP,Russell 2000,Financials,32.1," 3,093,511,936 ",47.11033275
FATE,FATE THERAPEUTICS INC,Russell 2000,Health Care,32.1," 3,066,151,936 ",47.11033275
TROX,TRONOX HOLDINGS PLC,Russell 2000,Materials,32.1," 2,931,011,840 ",47.11033275
FOCS,FOCUS FINANCIAL PARTNERS INC CLASS,Russell 2000,Financials,32.1," 2,732,148,224 ",47.11033275
CORT,CORCEPT THERAPEUTICS INC,Russell 2000,Health Care,32.1," 2,368,385,280 ",47.11033275
STC,STEWART INFO SERVICES CORP,Russell 2000,Financials,32.1," 1,556,325,248 ",47.11033275
KOP,KOPPERS HOLDINGS INC,Russell 2000,Materials,32.1," 556,551,040 ",47.11033275
FLL,FULL HOUSE RESORTS INC,Russell 2000,Consumer Discretionary,32.1," 291,739,552 ",47.11033275
XBIT,XBIOTECH INC,Russell 2000,Health Care,32.1," 241,688,048 ",47.11033275
XOMA,XOMA CORP,Russell 2000,Health Care,32.1," 218,506,736 ",47.11033275
SCOR,COMSCORE INC,Russell 2000,Communication Services,32.1," 188,112,288 ",47.11033275
FRGI,FIESTA RESTAURANT GROUP INC,Russell 2000,Consumer Discretionary,32.1," 171,723,424 ",47.11033275
BCAB,BIOATLA INC,Russell 2000,Health Care,32.1," 152,523,856 ",47.11033275
VRRM,VERRA MOBILITY CORP CLASS A,Russell 2000,Information Technology,32," 2,262,137,856 ",46.9352014
PJT,PJT PARTNERS INC CLASS A,Russell 2000,Financials,32," 1,681,718,144 ",46.9352014
GVA,GRANITE CONSTRUCTION INC,Russell 2000,Industrials,32," 1,462,094,592 ",46.9352014
TCBK,TRICO BANCSHARES,Russell 2000,Financials,32," 1,394,121,472 ",46.9352014
CCXI,CHEMOCENTRYX INC,Russell 2000,Health Care,32," 1,208,704,256 ",46.9352014
FGEN,FIBROGEN INC,Russell 2000,Health Care,32," 904,003,328 ",46.9352014
WETF,WISDOMTREE INVESTMENTS INC,Russell 2000,Financials,32," 860,459,776 ",46.9352014
HONE,HARBORONE BANCORP INC,Russell 2000,Financials,32," 723,246,144 ",46.9352014
RICK,RCI HOSPITALITY HOLDINGS INC,Russell 2000,Consumer Discretionary,32," 618,422,464 ",46.9352014
BMRC,BANK OF MARIN BANCORP,Russell 2000,Financials,32," 535,007,040 ",46.9352014
AROW,ARROW FINANCIAL CORP,Russell 2000,Financials,32," 518,500,960 ",46.9352014
EWTX,EDGEWISE THERAPEUTICS INC,Russell 2000,Health Care,32," 430,345,280 ",46.9352014
ESPR,ESPERION THERAPEUTICS INC,Russell 2000,Health Care,32," 401,820,704 ",46.9352014
WIRE,ENCORE WIRE CORP,Russell 2000,Industrials,31.9," 2,645,090,048 ",46.76007005
ITGR,INTEGER HOLDINGS CORP,Russell 2000,Health Care,31.9," 2,628,015,360 ",46.76007005
FULT,FULTON FINANCIAL CORP,Russell 2000,Financials,31.9," 2,554,636,800 ",46.76007005
TRN,TRINITY INDUSTRIES INC,Russell 2000,Industrials,31.9," 2,376,083,200 ",46.76007005
FSS,FEDERAL SIGNAL CORP,Russell 2000,Industrials,31.9," 2,181,347,584 ",46.76007005
NTB,BANK OF NT BUTTERFIELD & SON LTD,Russell 2000,Financials,31.9," 1,661,664,000 ",46.76007005
ATEX,ANTERIX INC,Russell 2000,Communication Services,31.9," 963,028,480 ",46.76007005
KPTI,KARYOPHARM THERAPEUTICS INC,Russell 2000,Health Care,31.9," 528,919,872 ",46.76007005
RRBI,RED RIVER BANCSHARES INC,Russell 2000,Financials,31.9," 390,206,304 ",46.76007005
RDUS,RADIUS HEALTH INC,Russell 2000,Health Care,31.9," 338,313,184 ",46.76007005
HES,Hess,S&P 500,Energy,31.8," 34,702,712,832 ",46.5849387
FIBK,FIRST INTERSTATE BANCSYSTEM INC CL,Russell 2000,Financials,31.8," 3,923,492,608 ",46.5849387
ETWO,E2OPEN PARENT HOLDINGS INC CLASS A,Russell 2000,Information Technology,31.8," 2,757,471,488 ",46.5849387
EPC,EDGEWELL PERSONAL CARE,Russell 2000,Consumer Staples,31.8," 2,098,121,600 ",46.5849387
UVV,UNIVERSAL CORP,Russell 2000,Consumer Staples,31.8," 1,436,140,416 ",46.5849387
DIN,DINE BRANDS GLOBAL INC,Russell 2000,Consumer Discretionary,31.8," 1,253,383,808 ",46.5849387
TRS,TRIMAS CORP,Russell 2000,Materials,31.8," 1,227,683,456 ",46.5849387
CMRX,CHIMERIX INC,Russell 2000,Health Care,31.8," 426,435,712 ",46.5849387
STKS,ONE GROUP HOSPITALITY INC,Russell 2000,Consumer Discretionary,31.8," 309,191,776 ",46.5849387
SELB,SELECTA BIOSCIENCES INC,Russell 2000,Health Care,31.8," 121,599,000 ",46.5849387
DEN,DENBURY INC,Russell 2000,Energy,31.7," 3,511,038,464 ",46.40980736
SHAK,SHAKE SHACK INC CLASS A,Russell 2000,Consumer Discretionary,31.7," 2,751,695,616 ",46.40980736
IBOC,INTERNATIONAL BANCSHARES CORP,Russell 2000,Financials,31.7," 2,681,809,152 ",46.40980736
CDNA,CAREDX INC,Russell 2000,Health Care,31.7," 1,806,565,120 ",46.40980736
HOPE,HOPE BANCORP INC,Russell 2000,Financials,31.7," 1,786,899,200 ",46.40980736
TVTX,TRAVERE THERAPEUTICS INC,Russell 2000,Health Care,31.7," 1,648,723,200 ",46.40980736
PRTA,PROTHENA PLC,Russell 2000,Health Care,31.7," 1,461,133,056 ",46.40980736
SRCE,1ST SOURCE CORP,Russell 2000,Financials,31.7," 1,098,865,024 ",46.40980736
BXC,BLUELINX HOLDINGS INC,Russell 2000,Industrials,31.7," 957,563,968 ",46.40980736
GEO,GEO GROUP REIT INC,Russell 2000,Industrials,31.7," 909,681,216 ",46.40980736
FFIC,FLUSHING FINANCIAL CORP,Russell 2000,Financials,31.7," 674,743,616 ",46.40980736
LLNW,LIMELIGHT NETWORKS INC,Russell 2000,Information Technology,31.7," 512,699,744 ",46.40980736
XXII,22ND CENTURY GROUP INC,Russell 2000,Consumer Staples,31.7," 315,911,008 ",46.40980736
OCN,OCWEN FINANCIAL CORP,Russell 2000,Financials,31.7," 204,063,824 ",46.40980736
NRG,NRG Energy,S&P 500,Utilities,31.6," 9,262,390,272 ",46.23467601
CNR,CORNERSTONE BUILDING BRANDS INC,Russell 2000,Industrials,31.6," 3,107,934,720 ",46.23467601
PRMW,PRIMO WATER CORP,Russell 2000,Consumer Staples,31.6," 2,383,835,904 ",46.23467601
SGH,SMART GLOBAL HOLDINGS,Russell 2000,Information Technology,31.6," 1,188,378,624 ",46.23467601
TDW,TIDEWATER INC,Russell 2000,Energy,31.6," 916,982,976 ",46.23467601
HFWA,HERITAGE FINANCIAL CORP,Russell 2000,Financials,31.6," 897,568,384 ",46.23467601
HLNE,HAMILTON LANE INC CLASS A,Russell 2000,Financials,31.5," 3,871,782,912 ",46.05954466
WBT,WELBILT INC,Russell 2000,Industrials,31.5," 3,394,788,096 ",46.05954466
CATY,CATHAY GENERAL BANCORP,Russell 2000,Financials,31.5," 3,145,030,144 ",46.05954466
HTH,HILLTOP HOLDINGS INC,Russell 2000,Financials,31.5," 2,462,612,224 ",46.05954466
AROC,ARCHROCK INC,Russell 2000,Energy,31.5," 1,410,087,680 ",46.05954466
MDGL,MADRIGAL PHARMACEUTICALS INC,Russell 2000,Health Care,31.5," 1,229,805,056 ",46.05954466
HIFS,HINGHAM INSTITUTION FOR SAVINGS,Russell 2000,Financials,31.5," 688,995,840 ",46.05954466
ICPT,INTERCEPT PHARMACEUTICALS INC,Russell 2000,Health Care,31.5," 486,804,160 ",46.05954466
WLFC,WILLIS LEASE FINANCE CORP,Russell 2000,Industrials,31.5," 220,828,032 ",46.05954466
TAST,CARROLS RESTAURANT GROUP INC,Russell 2000,Consumer Discretionary,31.5," 89,486,600 ",46.05954466
NBR,NABORS INDUSTRIES LTD,Russell 2000,Energy,31.4," 1,630,852,224 ",45.88441331
PRA,PROASSURANCE CORP,Russell 2000,Financials,31.4," 1,360,425,984 ",45.88441331
SPNT,SIRIUSPOINT LTD,Russell 2000,Financials,31.4," 982,987,968 ",45.88441331
OFIX,ORTHOFIX MEDICAL INC,Russell 2000,Health Care,31.4," 632,066,432 ",45.88441331
MSBI,MIDLAND STATES BANCORP INC,Russell 2000,Financials,31.4," 591,236,160 ",45.88441331
GBL,GAMCO INVESTORS INC CLASS A,Russell 2000,Financials,31.4," 546,302,912 ",45.88441331
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Russell 2000,Financials,31.4," 407,207,520 ",45.88441331
CNTY,CENTURY CASINOS INC,Russell 2000,Consumer Discretionary,31.4," 334,214,944 ",45.88441331
STE,Steris,S&P 500,Health Care,31.3," 23,263,506,432 ",45.70928196
DPZ,Domino's,S&P 500,Consumer Discretionary,31.3," 12,731,129,856 ",45.70928196
ALG,ALAMO GROUP INC,Russell 2000,Industrials,31.3," 1,546,028,544 ",45.70928196
USPH,US PHYSICAL THERAPY INC,Russell 2000,Health Care,31.3," 1,386,572,160 ",45.70928196
COWN,COWEN INC CLASS A,Russell 2000,Financials,31.3," 698,004,032 ",45.70928196
ATNI,ATN INTERNATIONAL INC,Russell 2000,Communication Services,31.3," 647,501,376 ",45.70928196
CHUY,CHUYS HOLDINGS INC,Russell 2000,Consumer Discretionary,31.3," 470,414,944 ",45.70928196
RIGL,RIGEL PHARMACEUTICALS INC,Russell 2000,Health Care,31.3," 454,050,944 ",45.70928196
HTBI,HOMETRUST BANCSHARES INC,Russell 2000,Financials,31.3," 440,521,728 ",45.70928196
LXRX,LEXICON PHARMACEUTICALS INC,Russell 2000,Health Care,31.3," 293,250,400 ",45.70928196
DMTK,DERMTECH INC,Russell 2000,Health Care,31.3," 279,030,688 ",45.70928196
PPBI,PACIFIC PREMIER BANCORP INC,Russell 2000,Financials,31.2," 3,147,453,440 ",45.53415061
TCBI,TEXAS CAPITAL BANCSHARES INC,Russell 2000,Financials,31.2," 2,858,759,680 ",45.53415061
FBP,FIRST BANCORP,Russell 2000,Financials,31.2," 2,845,398,272 ",45.53415061
BLFY,BLUE FOUNDRY BANCORP,Russell 2000,Financials,31.2," 367,084,576 ",45.53415061
TK,TEEKAY CORP,Russell 2000,Energy,31.2," 349,404,256 ",45.53415061
CIA,CITIZENS INC CLASS A,Russell 2000,Financials,31.2," 141,200,912 ",45.53415061
BKU,BANKUNITED INC,Russell 2000,Financials,31.1," 3,402,424,832 ",45.35901926
WDFC,WD-40,Russell 2000,Consumer Staples,31.1," 2,554,038,784 ",45.35901926
TOWN,TOWNEBANK,Russell 2000,Financials,31.1," 2,101,810,304 ",45.35901926
FRO,FRONTLINE LTD,Russell 2000,Energy,31.1," 1,789,037,568 ",45.35901926
OFG,OFG BANCORP,Russell 2000,Financials,31.1," 1,365,277,568 ",45.35901926
TH,TARGET HOSPITALITY CORP,Russell 2000,Consumer Discretionary,31.1," 751,795,584 ",45.35901926
NR,NEWPARK RESOURCES INC,Russell 2000,Energy,31.1," 354,635,904 ",45.35901926
EVI,EVI INDUSTRIES INC,Russell 2000,Industrials,31.1," 172,845,216 ",45.35901926
SYK,Stryker,S&P 500,Health Care,31," 93,014,532,096 ",45.18388792
SJM,Smucker,S&P 500,Consumer Staples,31," 15,081,084,928 ",45.18388792
JBT,JOHN BEAN TECHNOLOGIES CORP,Russell 2000,Industrials,31," 4,002,914,816 ",45.18388792
HPK,HIGHPEAK ENERGY INC,Russell 2000,Energy,31," 3,080,072,448 ",45.18388792
CFFN,CAPITOL FEDERAL FINANCIAL INC,Russell 2000,Financials,31," 1,367,643,136 ",45.18388792
AGIO,AGIOS PHARMACEUTICALS INC,Russell 2000,Health Care,31," 1,322,604,032 ",45.18388792
WASH,WASHINGTON TRUST BANCORP INC,Russell 2000,Financials,31," 844,761,728 ",45.18388792
CARE,CARTER BANKSHARES INC,Russell 2000,Financials,31," 407,572,032 ",45.18388792
LCTX,LINEAGE CELL THERAPEUTICS INC,Russell 2000,Health Care,31," 220,621,680 ",45.18388792
GM,GM,S&P 500,Consumer Discretionary,30.9," 60,035,739,648 ",45.00875657
VLO,Valero,S&P 500,Energy,30.9," 52,330,147,840 ",45.00875657
UHS,Universal Health Services,S&P 500,Health Care,30.9," 9,452,913,664 ",45.00875657
OGS,ONE GAS INC,Russell 2000,Utilities,30.9," 4,641,986,560 ",45.00875657
MPLN,MULTIPLAN CORP CLASS A,Russell 2000,Health Care,30.9," 2,977,140,224 ",45.00875657
USM,UNITED STATES CELLULAR CORP,Russell 2000,Communication Services,30.9," 2,599,509,248 ",45.00875657
IOSP,INNOSPEC INC,Russell 2000,Materials,30.9," 2,498,690,048 ",45.00875657
SCL,STEPAN,Russell 2000,Materials,30.9," 2,364,964,352 ",45.00875657
PRK,PARK NATIONAL CORP,Russell 2000,Financials,30.9," 1,975,925,888 ",45.00875657
CHCO,CITY HOLDING,Russell 2000,Financials,30.9," 1,236,247,680 ",45.00875657
EIG,EMPLOYERS HOLDINGS INC,Russell 2000,Financials,30.9," 1,102,941,568 ",45.00875657
NKTX,NKARTA INC,Russell 2000,Health Care,30.9," 943,304,640 ",45.00875657
HOMB,HOME BANCSHARES INC,Russell 2000,Financials,30.8," 4,685,971,456 ",44.83362522
B,BARNES GROUP INC,Russell 2000,Industrials,30.8," 1,750,487,936 ",44.83362522
AMK,ASSETMARK FINANCIAL HOLDINGS INC,Russell 2000,Financials,30.8," 1,472,615,936 ",44.83362522
BY,BYLINE BANCORP INC,Russell 2000,Financials,30.8," 918,646,912 ",44.83362522
BSIG,BRIGHTSPHERE INVESTMENT GROUP INC,Russell 2000,Financials,30.8," 855,022,272 ",44.83362522
BSRR,SIERRA BANCORP,Russell 2000,Financials,30.8," 337,624,672 ",44.83362522
ALT,ALTIMMUNE INC,Russell 2000,Health Care,30.8," 201,850,016 ",44.83362522
UFPI,UFP INDUSTRIES INC,Russell 2000,Industrials,30.7," 5,162,425,856 ",44.65849387
CMC,COMMERCIAL METALS,Russell 2000,Materials,30.7," 5,146,570,752 ",44.65849387
VG,VONAGE HOLDINGS CORP,Russell 2000,Information Technology,30.7," 5,097,237,504 ",44.65849387
ENSG,ENSIGN GROUP INC,Russell 2000,Health Care,30.7," 4,418,461,184 ",44.65849387
BCPC,BALCHEM CORP,Russell 2000,Materials,30.7," 4,035,965,440 ",44.65849387
PZZA,PAPA JOHNS INTERNATIONAL INC,Russell 2000,Consumer Discretionary,30.7," 3,421,932,544 ",44.65849387
FHI,FEDERATED HERMES INC CLASS B,Russell 2000,Financials,30.7," 2,786,380,544 ",44.65849387
WSFS,WSFS FINANCIAL CORP,Russell 2000,Financials,30.7," 2,691,033,856 ",44.65849387
WSBC,WESBANCO INC,Russell 2000,Financials,30.7," 2,032,973,440 ",44.65849387
FFBC,FIRST FINANCIAL BANCORP,Russell 2000,Financials,30.7," 2,025,984,896 ",44.65849387
RCUS,ARCUS BIOSCIENCES INC,Russell 2000,Health Care,30.7," 1,848,758,784 ",44.65849387
SASR,SANDY SPRING BANCORP INC,Russell 2000,Financials,30.7," 1,829,097,472 ",44.65849387
SB,SAFE BULKERS INC,Russell 2000,Industrials,30.7," 530,389,664 ",44.65849387
AEP,American Electric Power,S&P 500,Utilities,30.6," 51,724,152,832 ",44.48336252
PENN,Penn National Gaming,S&P 500,Consumer Discretionary,30.6," 6,436,925,952 ",44.48336252
MC,MOELIS CLASS A,Russell 2000,Financials,30.6," 3,084,992,000 ",44.48336252
LGND,LIGAND PHARMACEUTICALS INC,Russell 2000,Health Care,30.6," 1,664,784,000 ",44.48336252
BANC,BANC OF CALIFORNIA INC,Russell 2000,Financials,30.6," 1,176,026,496 ",44.48336252
SHEN,SHENANDOAH TELECOMMUNICATIONS,Russell 2000,Communication Services,30.6," 1,088,724,480 ",44.48336252
OCGN,OCUGEN INC,Russell 2000,Health Care,30.6," 539,155,008 ",44.48336252
KRUS,KURA SUSHI USA INC,Russell 2000,Consumer Discretionary,30.6," 471,285,728 ",44.48336252
IBEX,IBEX LTD,Russell 2000,Information Technology,30.6," 304,846,752 ",44.48336252
SMMT,SUMMIT THERAPEUTICS INC,Russell 2000,Health Care,30.6," 127,559,112 ",44.48336252
SNA,Snap-on,S&P 500,Industrials,30.5," 12,166,648,832 ",44.30823117
JELD,JELD WEN HOLDING INC,Russell 2000,Industrials,30.5," 1,736,840,832 ",44.30823117
CNSL,CONSOLIDATED COMMUNICATIONS HOLDIN,Russell 2000,Communication Services,30.5," 723,714,816 ",44.30823117
DCPH,DECIPHERA PHARMACEUTICALS INC,Russell 2000,Health Care,30.5," 712,427,968 ",44.30823117
XL,XL FLEET CORP CLASS A,Russell 2000,Consumer Discretionary,30.5," 226,859,536 ",44.30823117
TRVN,TREVENA INC,Russell 2000,Health Care,30.5," 47,156,648 ",44.30823117
MCHP,Microchip,S&P 500,Information Technology,30.4," 39,308,558,336 ",44.13309982
CVBF,CVB FINANCIAL CORP,Russell 2000,Financials,30.4," 3,411,770,368 ",44.13309982
HLIO,HELIOS TECHNOLOGIES INC,Russell 2000,Industrials,30.4," 2,345,897,728 ",44.13309982
PATK,PATRICK INDUSTRIES INC,Russell 2000,Consumer Discretionary,30.4," 1,615,100,544 ",44.13309982
GOEV,CANOO INC CLASS A,Russell 2000,Consumer Discretionary,30.4," 1,173,401,600 ",44.13309982
OCFC,OCEANFIRST FINANCIAL CORP,Russell 2000,Financials,30.4," 1,140,675,968 ",44.13309982
AFCG,AFC GAMMA INC,Russell 2000,Financials,30.4," 326,547,584 ",44.13309982
FNLC,FIRST BANCORP INC,Russell 2000,Financials,30.4," 316,722,400 ",44.13309982
JNCE,JOUNCE THERAPEUTICS INC,Russell 2000,Health Care,30.4," 269,739,840 ",44.13309982
ZVIA,ZEVIA CLASS A,Russell 2000,Consumer Staples,30.4," 222,628,496 ",44.13309982
VMD,VIEMED HEALTHCARE INC,Russell 2000,Health Care,30.4," 221,346,304 ",44.13309982
MRNA,Moderna,S&P 500,Health Care,30.3," 62,488,252,416 ",43.95796848
ETR,Entergy,S&P 500,Utilities,30.3," 24,211,150,848 ",43.95796848
SEM,SELECT MEDICAL HOLDINGS CORP,Russell 2000,Health Care,30.3," 3,096,242,944 ",43.95796848
NGVT,INGEVITY CORP,Russell 2000,Materials,30.3," 2,452,753,920 ",43.95796848
NPO,ENPRO INDUSTRIES INC,Russell 2000,Industrials,30.3," 1,997,235,072 ",43.95796848
DVAX,DYNAVAX TECHNOLOGIES CORP,Russell 2000,Health Care,30.3," 1,179,754,112 ",43.95796848
TRST,TRUSTCO BANK CORP,Russell 2000,Financials,30.3," 618,168,512 ",43.95796848
PLRX,PLIANT THERAPEUTICS INC,Russell 2000,Health Care,30.3," 202,187,504 ",43.95796848
AMZN,Amazon,S&P 500,Consumer Discretionary,30.2," 1,281,247,019,008 ",43.78283713
UAL,United Airlines,S&P 500,Industrials,30.2," 16,957,339,648 ",43.78283713
VTRS,Viatris,S&P 500,Health Care,30.2," 12,753,396,736 ",43.78283713
LNTH,LANTHEUS HOLDINGS INC,Russell 2000,Health Care,30.2," 4,574,462,464 ",43.78283713
NVEE,NV5 GLOBAL INC,Russell 2000,Industrials,30.2," 1,884,602,368 ",43.78283713
CRNX,CRINETICS PHARMACEUTICALS INC,Russell 2000,Health Care,30.2," 1,086,184,832 ",43.78283713
IIIN,INSTEEL INDUSTRIES INC,Russell 2000,Industrials,30.2," 921,223,680 ",43.78283713
PRTS,CARPARTS COM INC,Russell 2000,Consumer Discretionary,30.2," 467,586,112 ",43.78283713
CTLP,CANTALOUPE INC,Russell 2000,Information Technology,30.2," 390,966,400 ",43.78283713
USB,U.S. Bank,S&P 500,Financials,30.1," 75,087,577,088 ",43.60770578
CHX,CHAMPIONX CORP,Russell 2000,Energy,30.1," 4,777,889,280 ",43.60770578
GFF,GRIFFON CORP,Russell 2000,Industrials,30.1," 1,383,598,720 ",43.60770578
CDLX,CARDLYTICS INC,Russell 2000,Communication Services,30.1," 1,291,132,800 ",43.60770578
GABC,GERMAN AMERICAN BANCORP INC,Russell 2000,Financials,30.1," 1,057,062,272 ",43.60770578
RBCAA,REPUBLIC BANCORP INC CLASS A,Russell 2000,Financials,30.1," 861,903,040 ",43.60770578
HBNC,HORIZON BNCP IND,Russell 2000,Financials,30.1," 795,203,584 ",43.60770578
LE,LAND END INC,Russell 2000,Consumer Discretionary,30.1," 489,910,784 ",43.60770578
BNFT,BENEFITFOCUS INC,Russell 2000,Information Technology,30.1," 348,908,832 ",43.60770578
F,Ford,S&P 500,Consumer Discretionary,30," 60,216,156,160 ",43.43257443
FLR,FLUOR CORP,Russell 2000,Industrials,30," 3,735,322,112 ",43.43257443
FCEL,FUELCELL ENERGY INC,Russell 2000,Industrials,30," 1,749,101,696 ",43.43257443
HEES,H AND E EQUIPMENT SERVICES INC,Russell 2000,Industrials,30," 1,386,797,312 ",43.43257443
RDNT,RADNET INC,Russell 2000,Health Care,30," 1,152,750,464 ",43.43257443
GEVO,GEVO INC,Russell 2000,Energy,30," 856,170,496 ",43.43257443
OPRT,OPORTUN FINANCIAL CORP,Russell 2000,Financials,30," 417,961,184 ",43.43257443
BLUE,BLUEBIRD BIO INC,Russell 2000,Health Care,30," 316,449,504 ",43.43257443
MPAA,MOTORCAR PARTS OF AMERICA INC,Russell 2000,Consumer Discretionary,30," 304,056,128 ",43.43257443
CF,CF Industries,S&P 500,Materials,29.9," 21,335,900,160 ",43.25744308
BJ,BJS WHOLESALE CLUB HOLDINGS INC,Russell 2000,Consumer Staples,29.9," 9,098,252,288 ",43.25744308
DOOR,MASONITE INTERNATIONAL CORP,Russell 2000,Industrials,29.9," 2,004,178,944 ",43.25744308
GCMG,GCM GROSVENOR INC CLASS A,Russell 2000,Financials,29.9," 1,567,923,328 ",43.25744308
AMWD,AMERICAN WOODMARK CORP,Russell 2000,Industrials,29.9," 841,786,496 ",43.25744308
AQB,AQUABOUNTY TECHNOLOGIES INC,Russell 2000,Health Care,29.9," 101,686,864 ",43.25744308
LHX,L3Harris,S&P 500,Industrials,29.8," 46,637,178,880 ",43.08231173
FRME,FIRST MERCHANTS CORP,Russell 2000,Financials,29.8," 2,399,848,960 ",43.08231173
YEXT,YEXT INC,Russell 2000,Information Technology,29.8," 776,627,072 ",43.08231173
ANAB,ANAPTYSBIO INC,Russell 2000,Health Care,29.8," 685,767,808 ",43.08231173
RYAM,RAYONIER ADVANCED MATERIALS INC,Russell 2000,Materials,29.8," 354,964,288 ",43.08231173
BE,BLOOM ENERGY CLASS A CORP,Russell 2000,Industrials,29.7," 3,605,828,096 ",42.90718039
CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Russell 2000,Communication Services,29.7," 3,056,113,664 ",42.90718039
ERII,ENERGY RECOVERY INC,Russell 2000,Industrials,29.7," 1,096,541,312 ",42.90718039
NGM,NGM BIOPHARMACEUTICALS INC,Russell 2000,Health Care,29.7," 940,146,944 ",42.90718039
HNGR,HANGER INC,Russell 2000,Health Care,29.7," 660,222,592 ",42.90718039
LXFR,LUXFER HOLDINGS PLC,Russell 2000,Industrials,29.7," 469,558,880 ",42.90718039
SIEN,SIENTRA INC,Russell 2000,Health Care,29.7," 93,883,968 ",42.90718039
AKBA,AKEBIA THERAPEUTICS INC,Russell 2000,Health Care,29.7," 80,002,032 ",42.90718039
PSX,Phillips 66,S&P 500,Energy,29.6," 46,267,387,904 ",42.73204904
DOCN,DIGITALOCEAN HOLDINGS INC,Russell 2000,Information Technology,29.6," 4,758,755,840 ",42.73204904
LANC,LANCASTER COLONY CORP,Russell 2000,Consumer Staples,29.6," 4,161,174,016 ",42.73204904
CPRX,CATALYST PHARMACEUTICALS INC,Russell 2000,Health Care,29.6," 803,739,648 ",42.73204904
THFF,FIRST FINANCIAL CORPORATION INDIAN,Russell 2000,Financials,29.6," 547,153,216 ",42.73204904
WKHS,WORKHORSE GROUP INC,Russell 2000,Consumer Discretionary,29.6," 527,974,752 ",42.73204904
DXPE,DXP ENTERPRISES INC,Russell 2000,Industrials,29.6," 450,497,248 ",42.73204904
EMR,Emerson,S&P 500,Industrials,29.5," 54,255,955,968 ",42.55691769
